measure,feature,feature_value,critical_score
1.0,1.0,0.047619047619047616,2
1.0,2.0,0.0,3
1.0,4.0,null,1
1.0,6.0,0.6666666666666666,2
1.0,7.0,0.4444444444444444,2
1.0,8.0,0.6666666666666666,3
1.0,9.0,0.3333333333333333,2
1.0,10.0,-0.3333333333333333,2
1.0,11.0,0.6666666666666666,2
1.0,13.0,0.3333333333333333,2
1.0,14.0,null,2
1.0,16.0,0.8888888888888888,3
1.0,17.0,null,3
1.0,18.0,0.6666666666666666,1
2.0,1.0,0.047619047619047616,5
2.0,2.0,0.0,6
2.0,3.0,0.6666666666666666,1
2.0,4.0,null,4
2.0,5.0,null,1
2.0,6.0,0.6666666666666666,5
2.0,7.0,0.4444444444444444,5
2.0,8.0,0.6666666666666666,6
2.0,9.0,0.3333333333333333,5
2.0,10.0,-0.3333333333333333,5
2.0,11.0,0.6666666666666666,5
2.0,12.0,null,3
2.0,13.0,0.3333333333333333,5
2.0,14.0,null,5
2.0,15.0,0.6666666666666666,2
2.0,16.0,0.8888888888888888,3
2.0,17.0,null,6
2.0,18.0,0.6666666666666666,4
3.0,1.0,0.047619047619047616,7
3.0,2.0,0.0,6
3.0,3.0,0.6666666666666666,1
3.0,4.0,null,4
3.0,5.0,null,1
3.0,6.0,0.6666666666666666,8
3.0,7.0,0.4444444444444444,6
3.0,8.0,0.6666666666666666,8
3.0,9.0,0.3333333333333333,6
3.0,10.0,-0.3333333333333333,7
3.0,11.0,0.6666666666666666,7
3.0,12.0,null,5
3.0,13.0,0.3333333333333333,8
3.0,14.0,null,8
3.0,15.0,0.6666666666666666,2
3.0,16.0,0.8888888888888888,2
3.0,17.0,null,7
3.0,18.0,0.6666666666666666,7
4.0,1.0,-0.1851851851851852,6
4.0,2.0,0.0,6
4.0,3.0,0.6666666666666666,1
4.0,4.0,null,5
4.0,5.0,null,1
4.0,6.0,0.6666666666666666,7
4.0,7.0,0.4444444444444444,5
4.0,8.0,0.6666666666666666,9
4.0,9.0,0.3333333333333333,6
4.0,10.0,-0.3333333333333333,7
4.0,11.0,0.6666666666666666,8
4.0,12.0,null,6
4.0,13.0,0.3333333333333333,8
4.0,14.0,null,6
4.0,15.0,0.6666666666666666,2
4.0,16.0,0.8888888888888888,1
4.0,17.0,null,7
4.0,18.0,0.6666666666666666,7
5.0,1.0,0.047619047619047616,6
5.0,2.0,0.0,6
5.0,3.0,0.6666666666666666,1
5.0,4.0,null,7
5.0,5.0,null,2
5.0,6.0,0.6666666666666666,6
5.0,7.0,0.4444444444444444,4
5.0,8.0,0.6666666666666666,9
5.0,9.0,0.3333333333333333,6
5.0,10.0,-0.3333333333333333,5
5.0,11.0,0.6666666666666666,8
5.0,12.0,null,5
5.0,13.0,0.3333333333333333,7
5.0,14.0,null,4
5.0,15.0,0.6666666666666666,3
5.0,16.0,0.8888888888888888,1
5.0,17.0,null,7
5.0,18.0,0.6666666666666666,6
6.0,1.0,0.047619047619047616,6
6.0,2.0,0.0,6
6.0,4.0,null,8
6.0,5.0,null,2
6.0,6.0,0.6666666666666666,6
6.0,7.0,0.4444444444444444,4
6.0,8.0,0.6666666666666666,9
6.0,9.0,0.3333333333333333,7
6.0,10.0,-0.3333333333333333,3
6.0,11.0,null,7
6.0,12.0,null,3
6.0,13.0,0.3333333333333333,7
6.0,14.0,null,4
6.0,15.0,0.6666666666666666,4
6.0,16.0,0.8888888888888888,3
6.0,17.0,null,7
6.0,18.0,0.6666666666666666,6
7.0,1.0,null,7
7.0,2.0,null,6
7.0,4.0,null,7
7.0,5.0,null,3
7.0,6.0,null,7
7.0,7.0,0.3333333333333333,7
7.0,8.0,null,9
7.0,9.0,null,8
7.0,10.0,null,1
7.0,11.0,null,8
7.0,12.0,null,2
7.0,13.0,0.6666666666666666,7
7.0,14.0,null,5
7.0,15.0,0.6666666666666666,7
7.0,16.0,null,5
7.0,17.0,null,7
7.0,18.0,0.6666666666666666,7
7.0,19.0,1.0,6
8.0,1.0,null,7
8.0,2.0,null,6
8.0,4.0,null,7
8.0,5.0,null,4
8.0,6.0,null,7
8.0,7.0,0.3333333333333333,8
8.0,8.0,null,8
8.0,9.0,null,8
8.0,10.0,null,1
8.0,11.0,null,8
8.0,12.0,null,3
8.0,13.0,0.6666666666666666,7
8.0,14.0,null,7
8.0,15.0,0.6666666666666666,8
8.0,16.0,null,7
8.0,17.0,null,7
8.0,18.0,0.6666666666666666,7
8.0,19.0,1.0,7
9.0,1.0,-0.6666666666666666,8
9.0,2.0,null,5
9.0,3.0,null,3
9.0,4.0,null,8
9.0,5.0,null,6
9.0,6.0,null,7
9.0,7.0,0.1111111111111111,8
9.0,8.0,null,8
9.0,9.0,null,8
9.0,10.0,null,3
9.0,11.0,0.3333333333333333,8
9.0,12.0,null,5
9.0,13.0,null,8
9.0,14.0,null,7
9.0,15.0,null,7
9.0,16.0,null,8
9.0,17.0,null,7
9.0,18.0,0.3333333333333333,6
9.0,19.0,null,7
10.0,1.0,-0.6666666666666666,8
10.0,2.0,null,7
10.0,3.0,null,4
10.0,4.0,null,8
10.0,5.0,null,8
10.0,6.0,null,7
10.0,7.0,0.1111111111111111,8
10.0,8.0,null,8
10.0,9.0,null,8
10.0,10.0,null,5
10.0,11.0,0.3333333333333333,8
10.0,12.0,null,7
10.0,13.0,null,8
10.0,14.0,null,7
10.0,15.0,null,7
10.0,16.0,null,8
10.0,17.0,null,7
10.0,18.0,0.3333333333333333,5
10.0,19.0,null,7
11.0,1.0,-0.6666666666666666,5
11.0,2.0,null,5
11.0,3.0,null,3
11.0,4.0,null,6
11.0,5.0,null,5
11.0,6.0,null,5
11.0,7.0,0.1111111111111111,5
11.0,8.0,null,6
11.0,9.0,null,5
11.0,10.0,null,5
11.0,11.0,0.3333333333333333,5
11.0,12.0,null,5
11.0,13.0,null,5
11.0,14.0,null,5
11.0,15.0,null,5
11.0,16.0,null,5
11.0,17.0,null,5
11.0,18.0,0.3333333333333333,3
11.0,19.0,null,5
12.0,1.0,-0.6666666666666666,2
12.0,2.0,null,2
12.0,3.0,null,2
12.0,4.0,null,3
12.0,5.0,null,2
12.0,6.0,null,2
12.0,7.0,0.1111111111111111,2
12.0,8.0,null,3
12.0,9.0,null,2
12.0,10.0,null,2
12.0,11.0,0.3333333333333333,2
12.0,12.0,null,2
12.0,13.0,null,2
12.0,14.0,null,2
12.0,15.0,null,2
12.0,16.0,null,2
12.0,17.0,null,2
12.0,18.0,0.3333333333333333,2
12.0,19.0,null,2
13.0,4.0,null,2
13.0,5.0,null,3
13.0,6.0,null,3
13.0,7.0,0.1111111111111111,3
13.0,11.0,0.3333333333333333,3
13.0,13.0,null,3
13.0,14.0,null,1
13.0,15.0,null,3
13.0,17.0,null,3
13.0,19.0,null,1
14.0,4.0,null,2
14.0,5.0,null,3
14.0,6.0,null,4
14.0,7.0,0.1111111111111111,3
14.0,11.0,0.3333333333333333,4
14.0,13.0,null,3
14.0,14.0,null,1
14.0,15.0,null,4
14.0,17.0,null,3
14.0,18.0,0.3333333333333333,1
14.0,19.0,null,1
15.0,4.0,null,2
15.0,5.0,null,2
15.0,6.0,null,4
15.0,7.0,0.1111111111111111,3
15.0,11.0,0.3333333333333333,5
15.0,13.0,null,2
15.0,14.0,null,1
15.0,15.0,null,4
15.0,17.0,null,3
15.0,18.0,0.3333333333333333,2
15.0,19.0,null,1
16.0,1.0,-0.7333333333333333,1
16.0,2.0,-0.6666666666666666,1
16.0,3.0,null,1
16.0,4.0,null,2
16.0,5.0,null,2
16.0,6.0,null,5
16.0,7.0,0.1111111111111111,4
16.0,8.0,null,1
16.0,9.0,null,1
16.0,10.0,null,1
16.0,11.0,0.5,7
16.0,12.0,null,1
16.0,13.0,null,2
16.0,14.0,null,2
16.0,15.0,null,5
16.0,16.0,null,1
16.0,17.0,null,4
16.0,18.0,0.3333333333333333,4
16.0,19.0,1.0,2
17.0,1.0,-0.6666666666666666,3
17.0,2.0,null,3
17.0,3.0,null,3
17.0,4.0,null,2
17.0,5.0,null,1
17.0,6.0,null,6
17.0,7.0,0.16666666666666666,5
17.0,8.0,null,2
17.0,9.0,null,3
17.0,10.0,null,3
17.0,11.0,0.5,8
17.0,12.0,null,3
17.0,13.0,0.3333333333333333,3
17.0,14.0,-0.3333333333333333,2
17.0,15.0,null,6
17.0,16.0,null,2
17.0,17.0,null,5
17.0,18.0,0.3333333333333333,6
17.0,19.0,1.0,2
18.0,1.0,-0.6,4
18.0,2.0,null,3
18.0,3.0,null,5
18.0,4.0,null,3
18.0,5.0,null,1
18.0,6.0,null,7
18.0,7.0,0.16666666666666666,7
18.0,8.0,null,2
18.0,9.0,null,4
18.0,10.0,null,3
18.0,11.0,0.5,7
18.0,12.0,null,4
18.0,13.0,0.3333333333333333,5
18.0,14.0,-0.3333333333333333,3
18.0,15.0,null,7
18.0,16.0,null,3
18.0,17.0,null,7
18.0,18.0,0.3333333333333333,7
18.0,19.0,1.0,2
19.0,1.0,-0.6,4
19.0,2.0,null,3
19.0,3.0,null,5
19.0,4.0,null,4
19.0,5.0,null,1
19.0,6.0,null,5
19.0,7.0,0.16666666666666666,5
19.0,8.0,null,2
19.0,9.0,null,4
19.0,10.0,null,3
19.0,11.0,0.5,6
19.0,12.0,null,5
19.0,13.0,0.3333333333333333,5
19.0,14.0,-0.3333333333333333,3
19.0,15.0,null,5
19.0,16.0,null,3
19.0,17.0,null,5
19.0,18.0,0.3333333333333333,5
19.0,19.0,1.0,2
20.0,1.0,-0.6,2
20.0,2.0,null,1
20.0,3.0,null,2
20.0,4.0,null,3
20.0,6.0,null,2
20.0,7.0,0.16666666666666666,2
20.0,8.0,null,1
20.0,9.0,null,2
20.0,10.0,null,1
20.0,11.0,0.5,3
20.0,12.0,null,3
20.0,13.0,0.3333333333333333,2
20.0,15.0,null,2
20.0,16.0,null,2
20.0,17.0,null,2
20.0,18.0,0.3333333333333333,2
20.0,19.0,1.0,1
21.0,8.0,null,1
21.0,11.0,0.5,1
22.0,8.0,null,2
22.0,11.0,0.5,2
23.0,8.0,null,3
23.0,9.0,null,1
23.0,11.0,0.5,3
24.0,1.0,-0.6,1
24.0,7.0,0.16666666666666666,1
24.0,8.0,null,5
24.0,9.0,null,2
24.0,11.0,0.5,5
24.0,12.0,null,1
24.0,14.0,-0.3333333333333333,1
24.0,15.0,null,1
24.0,16.0,null,1
24.0,17.0,null,1
24.0,18.0,0.3333333333333333,1
25.0,1.0,-0.7083333333333333,3
25.0,7.0,0.2083333333333333,3
25.0,8.0,null,6
25.0,9.0,null,4
25.0,11.0,0.3333333333333333,6
25.0,12.0,null,3
25.0,14.0,-0.3333333333333333,3
25.0,15.0,0.16666666666666666,3
25.0,16.0,null,3
25.0,17.0,null,3
25.0,18.0,0.3333333333333333,3
26.0,1.0,-0.6296296296296295,3
26.0,7.0,0.2083333333333333,3
26.0,8.0,null,5
26.0,9.0,null,4
26.0,11.0,0.3333333333333333,7
26.0,12.0,null,3
26.0,14.0,-0.3333333333333333,3
26.0,15.0,0.16666666666666666,3
26.0,16.0,null,3
26.0,17.0,null,3
26.0,18.0,0.3333333333333333,4
27.0,1.0,-0.6296296296296295,3
27.0,7.0,0.2083333333333333,3
27.0,8.0,null,3
27.0,9.0,null,3
27.0,11.0,0.3333333333333333,5
27.0,12.0,null,3
27.0,14.0,-0.3333333333333333,3
27.0,15.0,0.16666666666666666,3
27.0,16.0,null,3
27.0,17.0,null,3
27.0,18.0,0.3333333333333333,5
28.0,1.0,-0.5833333333333333,1
28.0,7.0,0.2083333333333333,1
28.0,8.0,null,1
28.0,9.0,null,1
28.0,11.0,0.3333333333333333,2
28.0,12.0,null,1
28.0,14.0,-0.3333333333333333,1
28.0,15.0,0.16666666666666666,1
28.0,16.0,null,1
28.0,17.0,null,1
28.0,18.0,0.3333333333333333,4
29.0,1.0,-0.5833333333333333,3
29.0,3.0,null,3
29.0,4.0,null,3
29.0,6.0,-0.6666666666666666,3
29.0,7.0,0.2083333333333333,3
29.0,9.0,null,3
29.0,10.0,null,3
29.0,11.0,0.3333333333333333,1
29.0,13.0,0.3333333333333333,3
29.0,14.0,-0.3333333333333333,3
29.0,15.0,0.16666666666666666,3
29.0,16.0,null,1
29.0,17.0,null,2
29.0,18.0,0.3333333333333333,6
29.0,19.0,null,3
30.0,1.0,-0.5833333333333333,3
30.0,3.0,null,3
30.0,4.0,0.16666666666666666,3
30.0,6.0,-0.3333333333333333,3
30.0,7.0,0.2083333333333333,3
30.0,9.0,null,4
30.0,10.0,null,4
30.0,11.0,0.3333333333333333,1
30.0,13.0,0.3333333333333333,3
30.0,14.0,-0.3333333333333333,4
30.0,15.0,0.16666666666666666,3
30.0,16.0,null,1
30.0,17.0,null,2
30.0,18.0,0.3333333333333333,5
30.0,19.0,null,4
31.0,1.0,-0.5833333333333333,2
31.0,3.0,null,3
31.0,4.0,0.16666666666666666,2
31.0,6.0,-0.3333333333333333,2
31.0,7.0,0.2083333333333333,2
31.0,8.0,null,1
31.0,9.0,null,5
31.0,10.0,null,3
31.0,11.0,0.3333333333333333,1
31.0,13.0,0.3333333333333333,2
31.0,14.0,-0.3333333333333333,3
31.0,15.0,0.16666666666666666,2
31.0,16.0,null,2
31.0,17.0,null,2
31.0,18.0,0.3333333333333333,4
31.0,19.0,null,4
32.0,1.0,-0.5833333333333333,3
32.0,3.0,null,2
32.0,4.0,0.16666666666666666,2
32.0,6.0,-0.3333333333333333,1
32.0,7.0,0.2083333333333333,1
32.0,8.0,null,3
32.0,9.0,null,5
32.0,10.0,null,2
32.0,11.0,0.3333333333333333,3
32.0,13.0,0.3333333333333333,2
32.0,14.0,-0.3333333333333333,4
32.0,15.0,0.16666666666666666,1
32.0,16.0,null,4
32.0,17.0,null,1
32.0,18.0,0.3333333333333333,4
32.0,19.0,null,4
33.0,1.0,null,5
33.0,3.0,null,4
33.0,4.0,null,3
33.0,5.0,null,3
33.0,8.0,null,5
33.0,9.0,null,5
33.0,10.0,null,3
33.0,11.0,null,6
33.0,12.0,null,2
33.0,13.0,null,1
33.0,14.0,null,6
33.0,16.0,null,6
33.0,17.0,null,2
33.0,18.0,null,6
33.0,19.0,1.0,6
34.0,1.0,null,6
34.0,3.0,null,7
34.0,4.0,null,5
34.0,5.0,null,6
34.0,6.0,null,1
34.0,8.0,null,7
34.0,9.0,null,3
34.0,10.0,null,4
34.0,11.0,null,9
34.0,12.0,null,4
34.0,13.0,null,1
34.0,14.0,null,6
34.0,16.0,null,8
34.0,17.0,null,4
34.0,18.0,null,6
34.0,19.0,1.0,5
35.0,1.0,null,6
35.0,3.0,null,8
35.0,4.0,null,6
35.0,5.0,null,8
35.0,6.0,null,3
35.0,8.0,null,7
35.0,9.0,null,3
35.0,10.0,null,6
35.0,11.0,null,9
35.0,12.0,null,6
35.0,13.0,null,3
35.0,14.0,null,6
35.0,16.0,null,7
35.0,17.0,null,6
35.0,18.0,null,3
35.0,19.0,1.0,3
36.0,1.0,null,6
36.0,3.0,null,8
36.0,4.0,null,5
36.0,5.0,null,9
36.0,6.0,null,5
36.0,8.0,null,7
36.0,9.0,null,3
36.0,10.0,null,8
36.0,11.0,null,9
36.0,12.0,null,7
36.0,13.0,null,5
36.0,14.0,null,5
36.0,16.0,null,6
36.0,17.0,null,6
36.0,18.0,null,1
36.0,19.0,1.0,2
37.0,1.0,null,5
37.0,3.0,null,7
37.0,4.0,null,5
37.0,5.0,null,9
37.0,6.0,null,7
37.0,7.0,null,1
37.0,8.0,null,7
37.0,9.0,null,2
37.0,10.0,null,7
37.0,11.0,null,9
37.0,12.0,null,6
37.0,13.0,null,5
37.0,14.0,null,5
37.0,15.0,null,1
37.0,16.0,null,5
37.0,17.0,null,6
37.0,19.0,1.0,1
38.0,1.0,null,4
38.0,2.0,null,1
38.0,3.0,null,6
38.0,4.0,null,7
38.0,5.0,null,8
38.0,6.0,null,7
38.0,7.0,null,2
38.0,8.0,null,8
38.0,9.0,0.6666666666666666,3
38.0,10.0,-0.16666666666666666,4
38.0,11.0,null,8
38.0,12.0,null,4
38.0,13.0,null,5
38.0,14.0,null,4
38.0,15.0,null,2
38.0,16.0,null,4
38.0,17.0,null,5
38.0,18.0,null,1
38.0,19.0,1.0,2
39.0,1.0,null,4
39.0,2.0,null,3
39.0,3.0,null,5
39.0,4.0,null,7
39.0,5.0,null,8
39.0,6.0,null,7
39.0,7.0,null,4
39.0,8.0,null,8
39.0,9.0,null,2
39.0,10.0,null,2
39.0,11.0,null,6
39.0,12.0,null,2
39.0,13.0,null,5
39.0,14.0,null,5
39.0,15.0,null,4
39.0,16.0,null,3
39.0,17.0,null,4
39.0,18.0,null,3
39.0,19.0,1.0,4
40.0,1.0,0.3333333333333333,6
40.0,2.0,null,4
40.0,3.0,null,3
40.0,4.0,null,8
40.0,5.0,null,9
40.0,6.0,null,8
40.0,7.0,null,7
40.0,8.0,null,8
40.0,9.0,null,1
40.0,10.0,null,1
40.0,11.0,null,3
40.0,12.0,null,1
40.0,13.0,null,6
40.0,14.0,null,7
40.0,15.0,null,6
40.0,16.0,null,2
40.0,17.0,null,2
40.0,18.0,null,5
40.0,19.0,1.0,4
41.0,1.0,0.2222222222222222,6
41.0,2.0,null,5
41.0,4.0,0.0,8
41.0,5.0,null,8
41.0,6.0,0.6666666666666666,6
41.0,7.0,0.3333333333333333,8
41.0,8.0,null,7
41.0,9.0,null,1
41.0,13.0,0.6666666666666666,5
41.0,14.0,null,6
41.0,15.0,null,7
41.0,18.0,null,6
41.0,19.0,1.0,5
42.0,1.0,0.2222222222222222,3
42.0,2.0,null,3
42.0,4.0,0.0,7
42.0,5.0,null,7
42.0,6.0,0.6666666666666666,3
42.0,7.0,0.3333333333333333,7
42.0,8.0,null,4
42.0,13.0,0.6666666666666666,3
42.0,14.0,null,3
42.0,15.0,null,7
42.0,18.0,null,4
42.0,19.0,1.0,3
43.0,1.0,0.2222222222222222,1
43.0,2.0,null,2
43.0,4.0,0.0,8
43.0,5.0,null,8
43.0,6.0,0.6666666666666666,1
43.0,7.0,0.3333333333333333,6
43.0,8.0,null,3
43.0,13.0,0.6666666666666666,2
43.0,14.0,null,1
43.0,15.0,null,6
43.0,18.0,null,3
43.0,19.0,1.0,3
44.0,2.0,null,1
44.0,4.0,0.0,8
44.0,5.0,null,8
44.0,7.0,0.3333333333333333,4
44.0,8.0,null,3
44.0,13.0,0.6666666666666666,2
44.0,15.0,null,5
44.0,18.0,null,3
44.0,19.0,1.0,2
45.0,1.0,0.2222222222222222,3
45.0,2.0,null,3
45.0,3.0,null,2
45.0,4.0,0.0,8
45.0,5.0,null,8
45.0,6.0,0.6666666666666666,3
45.0,7.0,0.3333333333333333,5
45.0,8.0,null,4
45.0,9.0,null,3
45.0,10.0,-0.7777777777777777,2
45.0,11.0,null,1
45.0,12.0,-0.3333333333333333,1
45.0,13.0,0.6666666666666666,5
45.0,14.0,null,2
45.0,15.0,null,6
45.0,16.0,null,2
45.0,17.0,null,3
45.0,18.0,null,5
45.0,19.0,1.0,4
46.0,1.0,0.16666666666666666,5
46.0,2.0,null,4
46.0,3.0,null,2
46.0,4.0,0.0,8
46.0,5.0,-0.3333333333333333,9
46.0,6.0,null,5
46.0,7.0,0.3333333333333333,6
46.0,8.0,null,6
46.0,9.0,null,5
46.0,10.0,-0.6666666666666666,2
46.0,11.0,null,3
46.0,12.0,null,1
46.0,13.0,0.6666666666666666,7
46.0,14.0,null,4
46.0,15.0,null,7
46.0,16.0,null,4
46.0,17.0,null,4
46.0,18.0,null,7
46.0,19.0,null,4
47.0,1.0,0.2222222222222222,7
47.0,2.0,null,5
47.0,3.0,null,3
47.0,4.0,0.0,8
47.0,5.0,0.0,9
47.0,6.0,null,7
47.0,7.0,0.3333333333333333,7
47.0,8.0,null,8
47.0,9.0,null,6
47.0,10.0,-0.6666666666666666,3
47.0,11.0,null,6
47.0,12.0,null,1
47.0,13.0,0.6666666666666666,7
47.0,14.0,null,5
47.0,15.0,null,7
47.0,16.0,null,7
47.0,17.0,null,5
47.0,18.0,null,8
47.0,19.0,null,3
48.0,1.0,0.2222222222222222,8
48.0,2.0,null,6
48.0,3.0,null,4
48.0,4.0,0.0,9
48.0,5.0,null,8
48.0,6.0,null,8
48.0,7.0,0.3333333333333333,9
48.0,8.0,null,8
48.0,9.0,null,7
48.0,10.0,-0.6666666666666666,4
48.0,11.0,null,8
48.0,12.0,null,2
48.0,13.0,0.6666666666666666,7
48.0,14.0,null,6
48.0,15.0,null,7
48.0,16.0,null,8
48.0,17.0,null,6
48.0,18.0,null,8
48.0,19.0,null,4
49.0,1.0,-0.6666666666666666,8
49.0,2.0,-0.6666666666666666,8
49.0,3.0,null,5
49.0,4.0,null,9
49.0,5.0,null,8
49.0,6.0,null,8
49.0,7.0,0.6666666666666666,9
49.0,8.0,null,8
49.0,9.0,null,8
49.0,10.0,0.3333333333333333,6
49.0,11.0,null,7
49.0,12.0,null,4
49.0,13.0,0.6666666666666666,8
49.0,14.0,null,7
49.0,15.0,null,8
49.0,16.0,null,7
49.0,17.0,null,6
49.0,18.0,null,8
49.0,19.0,null,6
50.0,1.0,-0.6666666666666666,9
50.0,2.0,-0.6666666666666666,9
50.0,3.0,null,8
50.0,4.0,null,9
50.0,5.0,null,8
50.0,6.0,null,9
50.0,7.0,0.6666666666666666,9
50.0,8.0,null,9
50.0,9.0,null,9
50.0,10.0,null,9
50.0,11.0,null,8
50.0,12.0,null,7
50.0,13.0,0.6666666666666666,9
50.0,14.0,null,9
50.0,15.0,null,9
50.0,16.0,null,7
50.0,17.0,null,9
50.0,18.0,null,9
50.0,19.0,1.0,9
51.0,1.0,-0.6666666666666666,9
51.0,2.0,-0.6666666666666666,8
51.0,3.0,null,8
51.0,4.0,null,9
51.0,5.0,null,5
51.0,6.0,null,9
51.0,7.0,0.6666666666666666,9
51.0,8.0,null,9
51.0,9.0,null,8
51.0,10.0,null,9
51.0,11.0,null,7
51.0,12.0,null,9
51.0,13.0,0.6666666666666666,9
51.0,14.0,null,9
51.0,15.0,null,8
51.0,16.0,null,5
51.0,17.0,null,8
51.0,18.0,null,9
51.0,19.0,1.0,9
52.0,1.0,-0.6666666666666666,9
52.0,2.0,-0.6666666666666666,7
52.0,3.0,null,5
52.0,4.0,null,8
52.0,5.0,null,2
52.0,6.0,null,9
52.0,7.0,0.6666666666666666,9
52.0,8.0,null,9
52.0,9.0,null,7
52.0,10.0,null,9
52.0,11.0,null,5
52.0,12.0,null,9
52.0,13.0,0.6666666666666666,9
52.0,14.0,null,9
52.0,15.0,null,8
52.0,16.0,null,3
52.0,17.0,null,6
52.0,18.0,null,9
52.0,19.0,1.0,9
53.0,1.0,-0.6666666666666666,9
53.0,2.0,-0.6666666666666666,7
53.0,3.0,null,3
53.0,4.0,null,8
53.0,5.0,null,2
53.0,6.0,null,9
53.0,7.0,0.6666666666666666,9
53.0,8.0,null,9
53.0,9.0,null,7
53.0,10.0,null,9
53.0,11.0,null,3
53.0,12.0,null,9
53.0,13.0,0.6666666666666666,9
53.0,14.0,null,9
53.0,15.0,null,9
53.0,16.0,null,2
53.0,17.0,null,5
53.0,18.0,null,9
53.0,19.0,1.0,9
54.0,1.0,-0.6666666666666666,8
54.0,2.0,-0.6666666666666666,6
